ServiceName;Alias;Permission;Action;Description;AccessLevel;Resource
Apache Kafka APIs for Amazon MSK clusters;kafka-cluster;DescribeTopicDynamicConfiguration;kafka-cluster:DescribeTopicDynamicConfiguration;Grants permission to describe the dynamic configuration of topics on a cluster, equivalent to Apache Kafka's DESCRIBE_CONFIGS TOPIC ACL;List;True
Apache Kafka APIs for Amazon MSK clusters;kafka-cluster;DescribeTransactionalId;kafka-cluster:DescribeTransactionalId;Grants permission to describe transactional IDs on a cluster, equivalent to Apache Kafka's DESCRIBE TRANSACTIONAL_ID ACL;List;True
Apache Kafka APIs for Amazon MSK clusters;kafka-cluster;ReadData;kafka-cluster:ReadData;Grants permission to read data from topics on a cluster, equivalent to Apache Kafka's READ TOPIC ACL;Read;True
Apache Kafka APIs for Amazon MSK clusters;kafka-cluster;WriteData;kafka-cluster:WriteData;Grants permission to write data to topics on a cluster, equivalent to Apache Kafka's WRITE TOPIC ACL;Write;True
Apache Kafka APIs for Amazon MSK clusters;kafka-cluster;WriteDataIdempotently;kafka-cluster:WriteDataIdempotently;Grants permission to write data idempotently on a cluster, equivalent to Apache Kafka's IDEMPOTENT_WRITE CLUSTER ACL;Write;True
Amazon API Gateway;execute-api;InvalidateCache;execute-api:InvalidateCache;Used to invalidate API cache upon a client request;Write;True
Amazon API Gateway;execute-api;Invoke;execute-api:Invoke;Used to invoke an API upon a client request;Write;True
Amazon API Gateway;execute-api;ManageConnections;execute-api:ManageConnections;ManageConnections controls access to the @connections API;Write;True
Amazon API Gateway Management;apigateway;AddCertificateToDomain;apigateway:AddCertificateToDomain;Grants permission to add certificates for mutual TLS authentication to a domain name. This is an additional authorization control for managing the DomainName resource due to the sensitive nature of mTLS;Permissions management;True
Amazon API Gateway Management;apigateway;DELETE;apigateway:DELETE;Grants permission to delete a particular resource;Write;True
Amazon API Gateway Management;apigateway;GET;apigateway:GET;Grants permission to read a particular resource;Read;True
Amazon API Gateway Management;apigateway;PATCH;apigateway:PATCH;Grants permission to update a particular resource;Write;True
Amazon API Gateway Management;apigateway;POST;apigateway:POST;Grants permission to create a particular resource;Write;True
Amazon API Gateway Management;apigateway;PUT;apigateway:PUT;Grants permission to update a particular resource;Write;True
Amazon API Gateway Management;apigateway;RemoveCertificateFromDomain;apigateway:RemoveCertificateFromDomain;Grants permission to remove certificates for mutual TLS authentication from a domain name. This is an additional authorization control for managing the DomainName resource due to the sensitive nature of mTLS;Permissions management;True
Amazon API Gateway Management;apigateway;SetWebACL;apigateway:SetWebACL;Grants permission set a WAF access control list (ACL). This is an additional authorization control for managing the Stage resource due to the sensitive nature of WebAcl's;Permissions management;True
Amazon API Gateway Management;apigateway;UpdateRestApiPolicy;apigateway:UpdateRestApiPolicy;Grants permission to manage the IAM resource policy for an API. This is an additional authorization control for managing an API due to the sensitive nature of the resource policy;Permissions management;True
AWS App Mesh;appmesh;CreateGatewayRoute;appmesh:CreateGatewayRoute;Grants permission to create a gateway route that is associated with a virtual gateway;Write;True
AWS App Mesh;appmesh;CreateMesh;appmesh:CreateMesh;Grants permission to create a service mesh;Write;True
AWS App Mesh;appmesh;CreateRoute;appmesh:CreateRoute;Grants permission to create a route that is associated with a virtual router;Write;True
AWS App Mesh;appmesh;CreateVirtualGateway;appmesh:CreateVirtualGateway;Grants permission to create a virtual gateway within a service mesh;Write;True
AWS App Mesh;appmesh;CreateVirtualNode;appmesh:CreateVirtualNode;Grants permission to create a virtual node within a service mesh;Write;True
AWS App Mesh;appmesh;CreateVirtualRouter;appmesh:CreateVirtualRouter;Grants permission to create a virtual router within a service mesh;Write;True
AWS App Mesh;appmesh;CreateVirtualService;appmesh:CreateVirtualService;Grants permission to create a virtual service within a service mesh;Write;True
AWS App Mesh;appmesh;DeleteGatewayRoute;appmesh:DeleteGatewayRoute;Grants permission to delete an existing gateway route;Write;True
AWS App Mesh;appmesh;DeleteMesh;appmesh:DeleteMesh;Grants permission to delete an existing service mesh;Write;True
AWS App Mesh;appmesh;DeleteRoute;appmesh:DeleteRoute;Grants permission to delete an existing route;Write;True
AWS App Mesh;appmesh;DeleteVirtualGateway;appmesh:DeleteVirtualGateway;Grants permission to delete an existing virtual gateway;Write;True
AWS App Mesh;appmesh;DeleteVirtualNode;appmesh:DeleteVirtualNode;Grants permission to delete an existing virtual node;Write;True
AWS App Mesh;appmesh;DeleteVirtualRouter;appmesh:DeleteVirtualRouter;Grants permission to delete an existing virtual router;Write;True
AWS App Mesh;appmesh;DeleteVirtualService;appmesh:DeleteVirtualService;Grants permission to delete an existing virtual service;Write;True
AWS App Mesh;appmesh;DescribeGatewayRoute;appmesh:DescribeGatewayRoute;Grants permission to describe an existing gateway route;Read;True
AWS App Mesh;appmesh;DescribeMesh;appmesh:DescribeMesh;Grants permission to describe an existing service mesh;Read;True
AWS App Mesh;appmesh;DescribeRoute;appmesh:DescribeRoute;Grants permission to describe an existing route;Read;True
AWS App Mesh;appmesh;DescribeVirtualGateway;appmesh:DescribeVirtualGateway;Grants permission to describe an existing virtual gateway;Read;True
AWS App Mesh;appmesh;DescribeVirtualNode;appmesh:DescribeVirtualNode;Grants permission to describe an existing virtual node;Read;True
AWS App Mesh;appmesh;DescribeVirtualRouter;appmesh:DescribeVirtualRouter;Grants permission to describe an existing virtual router;Read;True
AWS App Mesh;appmesh;DescribeVirtualService;appmesh:DescribeVirtualService;Grants permission to describe an existing virtual service;Read;True
AWS App Mesh;appmesh;ListGatewayRoutes;appmesh:ListGatewayRoutes;Grants permission to list existing gateway routes in a service mesh;List;True
AWS App Mesh;appmesh;ListMeshes;appmesh:ListMeshes;Grants permission to list existing service meshes;List;False
AWS App Mesh;appmesh;ListRoutes;appmesh:ListRoutes;Grants permission to list existing routes in a service mesh;List;True
AWS App Mesh;appmesh;ListTagsForResource;appmesh:ListTagsForResource;Grants permission to list the tags for an App Mesh resource;List;True
AWS App Mesh;appmesh;ListVirtualGateways;appmesh:ListVirtualGateways;Grants permission to list existing virtual gateways in a service mesh;List;True
AWS App Mesh;appmesh;ListVirtualNodes;appmesh:ListVirtualNodes;Grants permission to list existing virtual nodes;List;True
AWS App Mesh;appmesh;ListVirtualRouters;appmesh:ListVirtualRouters;Grants permission to list existing virtual routers in a service mesh;List;True
AWS App Mesh;appmesh;ListVirtualServices;appmesh:ListVirtualServices;Grants permission to list existing virtual services in a service mesh;List;True
AWS App Mesh;appmesh;StreamAggregatedResources;appmesh:StreamAggregatedResources;Grants permission to receive streamed resources for an App Mesh endpoint (VirtualNode/VirtualGateway);Read;True
AWS App Mesh;appmesh;TagResource;appmesh:TagResource;Grants permission to tag a resource with a specified resourceArn;Tagging;True
AWS App Mesh;appmesh;UntagResource;appmesh:UntagResource;Grants permission to delete a tag from a resource;Tagging;True
AWS App Mesh;appmesh;UpdateGatewayRoute;appmesh:UpdateGatewayRoute;Grants permission to update an existing gateway route for a specified service mesh and virtual gateway;Write;True
AWS App Mesh;appmesh;UpdateMesh;appmesh:UpdateMesh;Grants permission to update an existing service mesh;Write;True
AWS App Mesh;appmesh;UpdateRoute;appmesh:UpdateRoute;Grants permission to update an existing route for a specified service mesh and virtual router;Write;True
AWS App Mesh;appmesh;UpdateVirtualGateway;appmesh:UpdateVirtualGateway;Grants permission to update an existing virtual gateway in a specified service mesh;Write;True
AWS App Mesh;appmesh;UpdateVirtualNode;appmesh:UpdateVirtualNode;Grants permission to update an existing virtual node in a specified service mesh;Write;True
AWS App Mesh;appmesh;UpdateVirtualRouter;appmesh:UpdateVirtualRouter;Grants permission to update an existing virtual router in a specified service mesh;Write;True
AWS App Mesh;appmesh;UpdateVirtualService;appmesh:UpdateVirtualService;Grants permission to update an existing virtual service in a specified service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;CreateGatewayRoute;appmesh-preview:CreateGatewayRoute;Grants permission to create a gateway route that is associated with a virtual gateway;Write;True
AWS App Mesh Preview;appmesh-preview;CreateMesh;appmesh-preview:CreateMesh;Grants permission to create a service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;CreateRoute;appmesh-preview:CreateRoute;Grants permission to create a route that is associated with a virtual router;Write;True
AWS App Mesh Preview;appmesh-preview;CreateVirtualGateway;appmesh-preview:CreateVirtualGateway;Grants permission to create a virtual gateway within a service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;CreateVirtualNode;appmesh-preview:CreateVirtualNode;Grants permission to create a virtual node within a service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;CreateVirtualRouter;appmesh-preview:CreateVirtualRouter;Grants permission to create a virtual router within a service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;CreateVirtualService;appmesh-preview:CreateVirtualService;Grants permission to create a virtual service within a service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteGatewayRoute;appmesh-preview:DeleteGatewayRoute;Grants permission to delete an existing gateway route;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteMesh;appmesh-preview:DeleteMesh;Grants permission to delete an existing service mesh;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteRoute;appmesh-preview:DeleteRoute;Grants permission to delete an existing route;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteVirtualGateway;appmesh-preview:DeleteVirtualGateway;Grants permission to delete an existing virtual gateway;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteVirtualNode;appmesh-preview:DeleteVirtualNode;Grants permission to delete an existing virtual node;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteVirtualRouter;appmesh-preview:DeleteVirtualRouter;Grants permission to delete an existing virtual router;Write;True
AWS App Mesh Preview;appmesh-preview;DeleteVirtualService;appmesh-preview:DeleteVirtualService;Grants permission to delete an existing virtual service;Write;True
AWS App Mesh Preview;appmesh-preview;DescribeGatewayRoute;appmesh-preview:DescribeGatewayRoute;Grants permission to describe an existing gateway route;Read;True
AWS App Mesh Preview;appmesh-preview;DescribeMesh;appmesh-preview:DescribeMesh;Grants permission to describe an existing service mesh;Read;True
AWS App Mesh Preview;appmesh-preview;DescribeRoute;appmesh-preview:DescribeRoute;Grants permission to describe an existing route;Read;True
AWS App Mesh Preview;appmesh-preview;DescribeVirtualGateway;appmesh-preview:DescribeVirtualGateway;Grants permission to describe an existing virtual gateway;Read;True
AWS App Mesh Preview;appmesh-preview;DescribeVirtualNode;appmesh-preview:DescribeVirtualNode;Grants permission to describe an existing virtual node;Read;True
AWS App Mesh Preview;appmesh-preview;DescribeVirtualRouter;appmesh-preview:DescribeVirtualRouter;Grants permission to describe an existing virtual router;Read;True
AWS App Mesh Preview;appmesh-preview;DescribeVirtualService;appmesh-preview:DescribeVirtualService;Grants permission to describe an existing virtual service;Read;True
AWS App Mesh Preview;appmesh-preview;ListGatewayRoutes;appmesh-preview:ListGatewayRoutes;Grants permission to list existing gateway routes in a service mesh;List;True
AWS App Mesh Preview;appmesh-preview;ListMeshes;appmesh-preview:ListMeshes;Grants permission to list existing service meshes;List;False
AWS App Mesh Preview;appmesh-preview;ListRoutes;appmesh-preview:ListRoutes;Grants permission to list existing routes in a service mesh;List;True
AWS App Mesh Preview;appmesh-preview;ListVirtualGateways;appmesh-preview:ListVirtualGateways;Grants permission to list existing virtual gateways in a service mesh;List;True
